index,count,title,brand,Rating,Panel,community,avgscore,NOM,Previous NOM,Agave_Region,Region,Cooking,Extraction,Water_Source,Fermentation,Distillation,Still,Aging,ABVorProof,Other,aromas1c,aromas1t,aromas2c,aromas2t,aromas3c,aromas3t,aromas4c,aromas4t,aromas5c,aromas5t,aromas6c,aromas6t,aromas7c,aromas7t,aromas8c,aromas8t,aromas9c,aromas9t,aromas10c,aromas10t,aromas11c,aromas11t,aromas12c,aromas12t,flavors1c,flavors1t,flavors2c,flavors2t,flavors3c,flavors3t,flavors4c,flavors4t,flavors5c,flavors5t,flavors6c,flavors6t,flavors7c,flavors7t,flavors8c,flavors8t,flavors9c,flavors9t,flavors10c,flavors10t,flavors11c,flavors11t,flavors12c,flavors12t
27210,1,Ocho Tequila Añejo (Single Barrel) - La Ladera 2021,Tequila Ocho,5,88,88,88,1474,,Jalisco (Los Altos) Single Estate,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,Deep well water,Wood fermentation tanks 100% agave Open-air fermentation,2x distilled,Copper Pot,Whisky barrels Single Barrel Used barrels,52% abv (104-proof),No additives,2,Leather,2,Cinnamon,2,Oak,1,Allspice,1,Butterscotch,1,Clove,1,Earth,1,Fruity,1,Baking Spice,1,Limestone,1,Pineapple,1,Berry,1,Alcohol,1,White Pepper,1,Pineapple,1,Pepper (black),1,Maple,1,Orange,1,Citrus,1,Orange Peel,1,Oak,1,Tropical Fruits,,,,
27310,1,Tau Tequila Blanco,Tequila Tau,61,87,87,87,1414,,Jalisco (Los Altos),Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,Deep well water,Stainless steel tanks 100% agave Classical music Champagne Yeast Fermentation without fibers,2x distilled,Copper Pot,-,40% abv (80-proof),Aeration No additives,16,Agave (cooked),9,Grass,9,Minerals,6,Banana,6,Citrus,5,Lemon,5,Vegetal,4,Agave (raw),4,Pepper (black),3,Cinnamon,3,Mint,2,Anise,17,Agave (cooked),13,Pepper (black),10,Citrus,8,Minerals,6,Grass,5,Vegetal,4,Lemon,3,Agave (raw),3,Anise,3,Banana,3,Cinnamon,3,Mint
27410,1,Tau Tequila Reposado,Tequila Tau,30,87,87,87,1414,,Jalisco (Los Altos),Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,Deep well water,Stainless steel tanks 100% agave Fermentation without fibers Classical music Champagne Yeast,2x distilled,Copper Pot,American White Oak barrels,40% abv (80-proof) 38% abv (76 proof),Aeration No additives,7,Agave (cooked),4,Caramel,3,Fruity,3,Vanilla,3,Oak,2,Banana,2,Clove,2,Cinnamon,1,Chocolate,1,White Pepper,1,Grass (cut),1,Cider,6,Agave (cooked),5,Vanilla,5,Pepper (black),2,Butter,2,Pineapple,2,Almond,2,Fruity,2,Oak,2,Cinnamon,2,Caramel,2,Citrus,2,Baking Spice
27421,1,Encantadora Blanco Electrolítico,Encantadora,0,,,0,1499,,Jalisco (Los Altos),Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,Stainless steel tanks 100% agave,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27431,1,Encantadora Cristalino Electrolítico,Encantadora,2,,92,46,1499,,Jalisco (Los Altos),Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,Stainless steel tanks 100% agave,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),Color Filtration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27441,1,Encantadora Ultra Electrolítico,Encantadora,0,,,0,1499,,Jalisco (Los Altos),Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,Stainless steel tanks 100% agave,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27451,1,Encantadora Cafe Fino,Encantadora,0,,,0,1499,,Jalisco (Los Altos),Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,Stainless steel tanks 100% agave,2x distilled,Stainless Steel Pot,American White Oak barrels,40% abv (80-proof),Flavored Tequila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27510,1,Tau Tequila Añejo,Tequila Tau,29,86,84,85,1414,,Jalisco (Los Altos),Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,Deep well water,Stainless steel tanks 100% agave Champagne Yeast Fermentation without fibers Classical music,2x distilled,Copper Pot,American White Oak barrels,38% abv (76 proof) 40% abv (80-proof),Aeration No additives,5,Agave (cooked),4,Fruity,4,Oak,3,Banana,3,Barrel Spice,2,Vanilla,2,Dried Fruit,2,Caramel,2,Apple (green),1,Alcohol,1,White Pepper,1,Flowers,6,Agave (cooked),3,Banana,3,Barrel Spice,3,Oak,2,Clove,2,Anise,2,Orange Peel,2,Fruity,2,Vanilla,2,Agave (raw),2,Caramel,1,Citrus
27591,1,Aguila Real Plata,Escudo Aguila Real,23,86,88,87,1414,,-,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Copper Pot,-,40% abv (80-proof),-,5,Agave (cooked),3,Fruity,2,Tropical Fruits,2,Orange,2,Citrus,2,Bell Pepper,2,Baking Spice,1,Banana,1,Pineapple,1,Coconut,1,Orange Blossom,1,Oak,7,Agave (cooked),4,Vanilla,3,Cinnamon,3,Pepper (black),2,Oak,2,Banana,2,Coconut,2,Tropical Fruits,2,Mint,2,Fruity,2,Baking Spice,1,Butter
27601,1,Aguila Real Añejo,Escudo Aguila Real,2,73,95,84,1414,,-,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Copper Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27610,1,Terralta Tequila Blanco,Tequila Terralta,397,89,88,88.5,1579,,Jalisco (Los Altos),Jalisco (Los Altos Southern),Stone/Brick Ovens,Tahona,Deep well water,Stainless steel tanks 100% agave Fermentation without fibers,2x distilled,Copper Pot,-,40% abv (80-proof),No additives,50,Agave (cooked),40,Earth,31,Minerals,22,Vegetal,19,Citrus,18,Pepper (black),11,Agave (raw),9,Mushroom,8,Fruity,7,Herbal,7,Grass,7,Flowers,53,Agave (cooked),41,Earth,35,Minerals,31,Pepper (black),25,Vegetal,16,Citrus,9,Butter,7,Mushroom,7,Jalapeño,7,White Pepper,7,Agave (raw),7,Grass
27611,1,Aguila Real Reposado,Escudo Aguila Real,16,83,88,85.5,1414,,-,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Copper Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27651,1,Espanita Tequila Blanco,Espanita,65,79,82,80.5,1467,,-,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,-,Stainless steel tanks 100% agave,2x distilled,Copper Pot,-,40% abv (80-proof),-,3,Herbal,3,Minerals,2,Agave (cooked),2,Citrus,2,Brine/Salt,2,Earth,2,Flowers,1,Dill,1,Vanilla,1,Alcohol,1,Grass (cut),1,Pear,4,Agave (cooked),3,Minerals,3,Vanilla,2,Mint,2,Vegetal,2,Flowers,2,Citrus,2,Brine/Salt,2,Earth,2,Pepper (black),2,Anise,2,Dill
27661,1,Espanita Tequila Reposado,Espanita,79,81,83,82,1467,,-,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,-,Stainless steel tanks 100% agave,2x distilled,Copper Pot,-,40% abv (80-proof),-,7,Vanilla,6,Agave (cooked),5,Caramel,5,Oak,3,Toffee,2,Pepper (black),2,Fruity,2,Citrus,1,Molasses,1,Hay,1,Orange Peel,1,Leather,10,Oak,9,Vanilla,8,Pepper (black),8,Agave (cooked),6,Caramel,4,Chocolate,2,Barrel Spice,2,Butterscotch,2,Cherry,1,Molasses,1,Butter,1,Honey
27671,1,Espanita Tequila Añejo,Espanita,67,81,82,81.5,1467,,-,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,-,Stainless steel tanks 100% agave,2x distilled,Copper Pot,-,40% abv (80-proof),-,8,Oak,6,Vanilla,6,Agave (cooked),5,Butterscotch,4,Citrus,3,Alcohol,2,Honey,2,Tobacco,2,Cedar,2,Barrel Spice,2,Whiskey,2,Earth,10,Oak,8,Agave (cooked),5,Vanilla,5,Butterscotch,4,Honey,4,Citrus,2,Cedar,2,Barrel Spice,2,Baking Spice,2,Alcohol,2,Chocolate,2,Caramel
27710,1,Terralta Tequila Blanco 110,Tequila Terralta,206,89,88,88.5,1579,,Jalisco (Los Altos),Jalisco (Los Altos Southern),Stone/Brick Ovens,Tahona,Deep well water,Stainless steel tanks 100% agave Fermentation without fibers,2x distilled,Copper Pot,-,55% abv (110-proof),No additives,28,Agave (cooked),27,Minerals,16,Citrus,13,Alcohol,13,Vegetal,12,Earth,6,Agave (raw),5,White Pepper,4,Apple (green),4,Grass,4,Pepper (black),4,Flowers,37,Agave (cooked),29,Minerals,20,Pepper (black),18,Alcohol,14,Citrus,11,White Pepper,10,Earth,9,Vegetal,5,Cinnamon,5,Lemon,5,Brine/Salt,4,Agave (raw)
27781,1,Espiritu del Viento Premium Blanco Diamante,Espiritu Del Viento,4,,81,40.5,1479,,-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Copper Pot,-,40% abv (80-proof),Organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27791,1,Espiritu del Viento Imperial Reserve,Espiritu Del Viento,0,,,0,1479,,-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Copper Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27801,1,Espuela de Oro Reposado,Espuela de Oro,0,,,0,1412,,Jalisco (Los Altos),Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,Mixto Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27810,1,Terralta Tequila Reposado,Tequila Terralta,210,87,86,86.5,1579,,Jalisco (Los Altos),Jalisco (Los Altos Southern),Stone/Brick Ovens,Tahona,Deep well water,Stainless steel tanks 100% agave,2x distilled,Copper Pot,American White Oak barrels Used barrels,40% abv (80-proof),No additives,31,Agave (cooked),17,Vanilla,16,Oak,14,Citrus,11,Caramel,9,Butter,9,Earth,8,Flowers,8,Minerals,6,Butterscotch,6,Fruity,5,Honey,39,Agave (cooked),22,Oak,22,Vanilla,21,Pepper (black),18,Minerals,13,Butter,12,Citrus,11,Caramel,11,Fruity,9,White Pepper,8,Baking Spice,8,Butterscotch
27811,1,Espuela Dorada Gold,Espuela Dorada,1,,67,33.5,1455,,-,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,-,Mixto Stainless steel tanks,2x distilled,Stainless Steel Pot,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27910,1,Terralta Tequila Añejo,Tequila Terralta,168,86,86,86,1579,,Jalisco (Los Altos),Jalisco (Los Altos Southern),Stone/Brick Ovens,Tahona,Deep well water,Stainless steel tanks 100% agave Fermentation without fibers,2x distilled,Copper Pot,American White Oak barrels Used barrels,40% abv (80-proof),No additives,26,Agave (cooked),19,Oak,10,Fruity,9,Caramel,9,Peach,9,Vanilla,6,Pitted Fruit,6,Citrus,5,Pepper (black),4,Alcohol,4,Earth,4,Brine/Salt,31,Agave (cooked),28,Oak,18,Vanilla,17,Pepper (black),10,Caramel,8,White Pepper,7,Cinnamon,7,Brine/Salt,7,Minerals,6,Almond,6,Butter,6,Fruity
27991,1,Exodo Tequila Reposado,EXODO Tequila,1,,82,41,1467,,-,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,-,Stainless steel tanks 100% agave,2x distilled,Copper Pot,American White Oak barrels,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28001,1,Exodo Tequila Añejo,EXODO Tequila,0,,,0,1467,,-,Jalisco (Los Altos Southern),Stone/Brick Ovens,Tahona,-,Stainless steel tanks 100% agave Fermentation with fibers,2x distilled,Copper Pot,French Oak barrels American White Oak barrels,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28010,1,Terralta Tequila Extra Añejo,Tequila Terralta,111,89,88,88.5,1579,,Jalisco (Los Altos),Jalisco (Los Altos Southern),Stone/Brick Ovens,Tahona,Deep well water,Stainless steel tanks 100% agave,2x distilled,Copper Pot,American White Oak barrels Used barrels,40% abv (80-proof),No additives,14,Agave (cooked),9,Minerals,9,Oak,8,Cinnamon,7,Fruity,7,Vanilla,5,Pepper (black),5,Butterscotch,4,Baking Spice,4,Whiskey,3,Caramel,3,Peach,25,Agave (cooked),17,Pepper (black),14,Caramel,11,Cinnamon,11,Oak,9,Vanilla,7,Minerals,6,Butterscotch,6,Cherry,5,Baking Spice,5,Fruity,3,Butter
28011,1,Exotico Blanco,Exotico,156,67,70,68.5,1603,(Previously:1143),-,Jalisco (Los Altos Southern),-,-,-,100% agave Stainless steel tanks,2x distilled,-,-,40% abv (80-proof),-,13,Alcohol,9,Agave (cooked),7,Vegetal,6,Pepper (black),5,Agave (raw),4,Grass,3,Olive,3,Flowers,3,Citrus,3,Vanilla,3,Minerals,2,Grapefruit,14,Alcohol,13,Agave (cooked),9,Pepper (black),7,Vegetal,7,Citrus,5,Agave (raw),4,Herbal,3,White Pepper,3,Grass,2,Baby Oil,2,Butter,2,Caramel
28021,1,Exotico Reposado,Exotico,132,75,76,75.5,1603,(Previously:1143),-,Jalisco (Los Altos Southern),-,-,-,100% agave,2x distilled,-,-,40% abv (80-proof),-,6,Pepper (black),4,Caramel,3,Alcohol,3,Agave (cooked),3,Smoke,3,Metallic,2,Pine Tree,2,Astringent,2,Cinnamon,2,Chocolate,1,Orange Peel,1,Tangerine,8,Pepper (black),3,Cinnamon,3,Caramel,3,Smoke,2,Agave (cooked),2,Metallic,1,Wood Bark,1,Leather,1,Vegetal,1,Astringent,1,Cider,1,Alcohol
28031,1,Explorador Reposado,Explorador,0,,,0,1414,,-,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Copper Pot,-,35-39% abv (70-78 proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28071,1,Fino Tequila Blanco,F Fino Tequila,10,87,75,81,1455,,Jalisco (Los Altos),Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,-,Stainless steel tanks 100% agave,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,1,Agave (raw),1,Apple (green),1,Alcohol,1,Cinnamon,,,,,,,,,,,,,,,,,2,Mint,2,White Pepper,1,Agave (raw),1,Butter,1,Honey,1,Vegetal,1,Damiana,1,Herbal,1,Flowers,1,Agave (cooked),,,,
28081,1,Fino Tequila Reposado,F Fino Tequila,7,86,81,83.5,1455,,Jalisco (Los Altos),Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,-,Stainless steel tanks 100% agave,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,1,Orange Peel,1,Flowers,1,Allspice,1,Earth,1,Pepper (black),1,Oak,1,Agave (raw),1,Agave (cooked),1,Brine/Salt,,,,,,,2,Oak,1,Pepper (black),1,Earth,1,Cream Soda,1,Almond,1,Agave (raw),1,Agave (cooked),1,Brine/Salt,,,,,,,,
28091,1,Fino Tequila Añejo,F Fino Tequila,7,85,87,86,1455,,Jalisco (Los Altos),Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,-,Stainless steel tanks 100% agave,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,2,Agave (raw),1,Vanilla,1,Pepper (black),1,Cinnamon,1,Oak,,,,,,,,,,,,,,,2,Agave (raw),2,Vanilla,1,Pepper (black),1,Cinnamon,1,Oak,1,Almond,1,Tobacco,,,,,,,,,,
28110,1,Terralta Tequila Extra Añejo 110,Tequila Terralta,69,89,88,88.5,1579,,Jalisco (Los Altos),Jalisco (Los Altos Southern),Stone/Brick Ovens,Tahona,Deep well water,Stainless steel tanks 100% agave Fermentation without fibers,2x distilled,Copper Pot,American White Oak barrels Used barrels,55% abv (110-proof),No additives,16,Agave (cooked),12,Vanilla,9,Oak,8,Minerals,7,Fruity,6,Pepper (black),6,Caramel,5,Alcohol,4,Citrus,3,Pear,3,Mint,3,Cinnamon,15,Agave (cooked),13,Vanilla,9,Caramel,9,Pepper (black),9,Oak,6,Fruity,5,Alcohol,5,Minerals,5,Cinnamon,4,Citrus,3,Butter,3,Barrel Spice
28111,1,Camarena Silver Tequila,Familia Camarena,327,62,67,64.5,1596,(Previously:1456),-,Jalisco (Los Altos Southern),Stone/Brick Ovens Autoclave (post diffuser),Diffuser Roller Mill,-,Stainless steel tanks 100% agave,2x distilled,Column Stainless Pot w/Copper Coil,-,40% abv (80-proof),-,19,Alcohol,16,Agave (cooked),11,Pepper (black),6,Vanilla,6,Agave (raw),4,Mint,4,Medicinal,3,Citrus,3,Earth,2,Caramel,2,Orange,2,Vegetal,22,Alcohol,17,Pepper (black),14,Agave (cooked),10,Vanilla,7,Agave (raw),7,Vegetal,5,Mint,3,Orange Peel,2,Earth,2,Soap,2,Brine/Salt,2,Citrus
28121,1,Camarena Reposado Tequila,Familia Camarena,314,66,71,68.5,1596,(Previously:1456),-,Jalisco (Los Altos Southern),Stone/Brick Ovens Autoclave (post diffuser),Diffuser Roller Mill,Deep well water,Stainless steel tanks 100% agave,2x distilled,Column Stainless Pot w/Copper Coil,-,40% abv (80-proof),-,25,Alcohol,19,Agave (cooked),17,Vanilla,9,Caramel,8,Oak,7,Pepper (black),5,Butterscotch,5,Butter,3,Orange,3,Agave (raw),3,Earth,2,Lemon,26,Alcohol,17,Agave (cooked),15,Vanilla,9,Caramel,8,Pepper (black),7,Oak,6,Butter,4,Agave (raw),3,Citrus,3,Butterscotch,3,Plastic,3,Earth
28431,1,Fat Ass Tequila Blanco,Fat Ass,5,50,31,40.5,1479,,-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Copper Pot,-,40% abv (80-proof),-,1,Agave (cooked),1,Flowers,1,Mild Ammonia,1,Medicinal,,,,,,,,,,,,,,,,,1,Peppermint,,,,,,,,,,,,,,,,,,,,,,
28441,1,Fat Ass Tequila Reposado,Fat Ass,6,29,59,44,1479,,-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Copper Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28451,1,Fat Ass Tequila Añejo,Fat Ass,3,36,42,39,1479,,-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Copper Pot,-,40% abv (80-proof),-,1,Rubber,1,Fruit (fake),1,Cedar,,,,,,,,,,,,,,,,,,,1,Caramel,1,Pepper (black),1,Mint,,,,,,,,,,,,,,,,,,
28511,1,Fiesta Brava Gold,Fiesta Brava,0,,,0,1548,,-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,Mixto Stainless steel tanks,2x distilled,Stainless Pot w/Copper Coil,-,35-39% abv (70-78 proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28521,1,Fiesta Brava Reposado,Fiesta Brava,3,74,100,87,1548,,-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,Stainless steel tanks 100% agave,2x distilled,Copper Pot,-,35-39% abv (70-78 proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28531,1,Fiesta Cancun Tequila Blanco,Fiesta Cancun,3,75,86,80.5,1460,(Previously:1455),-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,Stainless steel tanks 100% agave,2x distilled,Copper Pot,-,40% abv (80-proof),-,1,Agave (cooked),1,Bell Pepper,,,,,,,,,,,,,,,,,,,,,1,Agave (cooked),1,Alcohol,,,,,,,,,,,,,,,,,,,,
28541,1,Fiesta Cancun Tequila Reposado,Fiesta Cancun,2,82,66,74,1460,(Previously:1455),-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,Stainless steel tanks 100% agave,2x distilled,Copper Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28551,1,Fiesta Cancun Tequila Añejo,Fiesta Cancun,1,74,79,76.5,1460,(Previously:1455),-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,Stainless steel tanks 100% agave,2x distilled,Copper Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28561,1,Fiesta Mexicana Tequila Gold,Fiesta Mexicana,0,,,0,1068,,-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,Mixto Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28571,1,Fiesta Mexicana Tequila Reposado,Fiesta Mexicana,3,39,86,62.5,1068,,-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,Deep well water,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,35% abv (70 proof) 40% abv (80-proof),-,1,Agave (cooked),,,,,,,,,,,,,,,,,,,,,,,1,Agave (cooked),,,,,,,,,,,,,,,,,,,,,,
28611,1,Fineza Tequila Gold,Fineza,0,,67,33.5,1467,,-,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,-,Mixto Stainless steel tanks,2x distilled,Copper Pot,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28621,1,Fineza Tequila Silver,Fineza,0,,,0,1467,,-,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,-,Mixto Stainless steel tanks,2x distilled,Copper Pot,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28710,1,Villa Lobos Blanco,Villa Lobos,128,86,82,84,1139,,Jalisco (Los Altos) Single Estate,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,Deep well water,100% agave Wood fermentation tanks Open-air fermentation,2x distilled,Copper Pot,-,40% abv (80-proof),No additives,15,Agave (cooked),6,Minerals,6,Citrus,3,Cinnamon,3,Alcohol,3,Pepper (black),2,Earth,2,Vegetal,2,Grass,1,Allspice,1,Resin,1,Bell Pepper,17,Agave (cooked),11,Citrus,10,Minerals,9,Pepper (black),7,Alcohol,4,Cinnamon,3,Vegetal,3,Orange,3,Pineapple,2,Earth,2,Brine/Salt,2,Vanilla
28761,1,Forastero Tequila Reposado,Forastero,0,,,0,1333,,-,Jalisco (Los Altos Southern),-,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,-,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28810,1,Villa Lobos Reposado,Villa Lobos,107,83,80,81.5,1139,,Jalisco (Los Altos) Single Estate,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,-,100% agave Wood fermentation tanks Open-air fermentation,2x distilled,Copper Pot,American White Oak barrels,40% abv (80-proof),No additives,6,Agave (cooked),5,Vanilla,3,Caramel,3,Cake Batter,3,Butter,2,Oak,2,Herbal,2,Butterscotch,1,Melon,1,Anise,1,Mint,1,Raisin,8,Vanilla,8,Oak,7,Agave (cooked),3,Caramel,3,Cake Batter,3,Citrus,2,Cinnamon,2,Herbal,2,Butter,2,Butterscotch,1,Anise,1,Mint
28811,1,Frida Kahlo Tequila Blanco,Frida Kahlo,57,81,79,80,1465,(Previously:1079),-,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Pot w/Copper Coil,-,40% abv (80-proof),-,9,Agave (cooked),4,Pepper (black),4,Citrus,3,Alcohol,2,Mint,1,Vegetal,1,Lime,1,Fruity,1,Lemon,1,Orange,,,,,5,Pepper (black),5,Agave (cooked),3,Citrus,2,Mint,2,Flowers,1,Cinnamon,1,Tropical Fruits,1,Grass,1,Herbal,1,Alcohol,,,,
28821,1,Frida Kahlo Tequila Reposado,Frida Kahlo,36,67,75,71,1465,(Previously:1079),-,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Copper Pot,-,40% abv (80-proof),-,3,Agave (cooked),2,Alcohol,2,Pepper (black),2,Oak,1,Earth,1,Butter,1,Vanilla,1,Butterscotch,1,Leather,1,Cinnamon,1,Caramel,1,Moss,1,Agave (cooked),1,Alcohol,1,Oak,1,Cinnamon,1,Caramel,1,Moss,1,Sour Milk,,,,,,,,,,
28831,1,Frida Kahlo Tequila Añejo,Frida Kahlo,47,81,75,78,1465,(Previously:1079),-,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Copper Pot,-,40% abv (80-proof),-,5,Vanilla,3,Agave (cooked),3,Caramel,2,Butter,2,Cinnamon,2,Oak,1,Pear,1,Orange,1,Orange Blossom,1,Rose,1,Solvent,1,Honey,3,Vanilla,2,Cinnamon,2,Agave (cooked),2,Caramel,1,Butter,1,Apple,1,Pear,1,Orange,1,Fruity,1,Vegetal,1,Herbal,1,Alcohol
28861,1,Fuentes Guerra Tequila Blanco,Fuentes Guerra,5,75,75,75,1545,,-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,Deep well water,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,35-39% abv (70-78 proof),-,1,Fruity,1,Pineapple,1,Tropical Fruits,,,,,,,,,,,,,,,,,,,1,Fruity,,,,,,,,,,,,,,,,,,,,,,
28871,1,Fuentes Guerra Tequila Reposado,Fuentes Guerra,4,76,83,79.5,1545,,-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,Deep well water,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,35-39% abv (70-78 proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28881,1,Fuentes Guerra Tequila Añejo,Fuentes Guerra,2,73,,36.5,1545,,-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,Deep well water,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,35-39% abv (70-78 proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
