index,count,title,brand,Rating,Panel,community,avgscore,NOM,Previous NOM,Agave_Region,Region,Cooking,Extraction,Water_Source,Fermentation,Distillation,Still,Aging,ABVorProof,Other,aromas1c,aromas1t,aromas2c,aromas2t,aromas3c,aromas3t,aromas4c,aromas4t,aromas5c,aromas5t,aromas6c,aromas6t,aromas7c,aromas7t,aromas8c,aromas8t,aromas9c,aromas9t,aromas10c,aromas10t,aromas11c,aromas11t,aromas12c,aromas12t,flavors1c,flavors1t,flavors2c,flavors2t,flavors3c,flavors3t,flavors4c,flavors4t,flavors5c,flavors5t,flavors6c,flavors6t,flavors7c,flavors7t,flavors8c,flavors8t,flavors9c,flavors9t,flavors10c,flavors10t,flavors11c,flavors11t,flavors12c,flavors12t
3089,1,Tequilador Crema de Chocolate Belga,Tequilador,2,,100,50,1137,(Previously:1437),-,Jalisco (Los Valles),Stone/Brick Ovens,Screw Mill,-,Stainless steel tanks 100% agave,2x distilled,Stainless Pot w/Copper Coil,-,17.5% abv (35-proof),Liquer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3099,1,Terraneo Silver,Terraneo,16,89,82,85.5,1586,,-,Jalisco (Los Valles),Stone/Brick Ovens,Roller Mill,-,Stainless steel tanks 100% agave,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),Organic,6,Agave (cooked),5,Cinnamon,3,Pepper (black),2,Agave (raw),2,White Pepper,2,Lemon,1,Grapefruit,1,Clove,1,Caramel,1,Minerals,1,Cedar,1,Pine Tree,7,Agave (cooked),5,Cinnamon,5,Pepper (black),2,Clove,2,White Pepper,2,Lemon,2,Minerals,2,Vegetal,1,Agave (raw),1,Grapefruit,1,Caramel,1,Cedar
3104,1,Tesla Tequila Añejo,Tesla Tequila,12,65,76,70.5,1438,,-,Jalisco (Los Valles),-,-,Deep well water,Stainless steel tanks 100% agave,2x distilled,-,French Oak barrels,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3115,1,Tesoro Chanteco Añejo ,Tesoro Chanteco,1,,74,37,1459,,-,Jalisco (Los Valles),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,-,-,1,Butterscotch,1,Agave (cooked),1,Vanilla,,,,,,,,,,,,,,,,,,,1,Oak,,,,,,,,,,,,,,,,,,,,,,
3116,1,Tesoro Chanteco Reposado,Tesoro Chanteco,4,81,87,84,1459,,-,Jalisco (Los Valles),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3120,1,Teteo Blanco,Teteo,0,,,0,1556,,-,Jalisco (Los Valles),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3124,1,Tezcazul Tequila Blanco,Tezcazul,15,84,80,82,1480,,Jalisco (Tequila Valley),Jalisco (Los Valles),Stone/Brick Ovens,Roller Mill,-,Stainless steel tanks 100% agave,2x distilled,Stainless Pot w/Copper Coil,-,40% abv (80-proof),-,3,Vanilla,3,Agave (cooked),2,Banana,1,Fruity,1,Tropical Fruits,1,White Pepper,1,Pepper (black),1,Herbal,,,,,,,,,3,Agave (cooked),2,Vanilla,2,Banana,2,Herbal,1,Fruity,1,Tropical Fruits,1,White Pepper,1,Pepper (black),1,Earth,,,,,,
3125,1,Tezcazul Tequila Reposado,Tezcazul,9,83,73,78,1480,,Jalisco (Tequila Valley),Jalisco (Los Valles),Stone/Brick Ovens,Roller Mill,-,Stainless steel tanks 100% agave,2x distilled,Stainless Pot w/Copper Coil,-,40% abv (80-proof),-,2,Allspice,2,Agave (cooked),2,Cinnamon,2,Oak,1,Butterscotch,1,Clove,1,Butter,1,White Pepper,1,Baking Spice,1,Vanilla,1,Pepper (black),1,Minerals,2,Allspice,2,Agave (cooked),2,Cinnamon,2,Oak,1,Butterscotch,1,Clove,1,Butter,1,White Pepper,1,Baking Spice,1,Vanilla,1,Pepper (black),1,Minerals
3126,1,Tezcazul Tequila Extra Añejo,Tezcazul,8,85,83,84,1480,,Jalisco (Tequila Valley),Jalisco (Los Valles),Stone/Brick Ovens,Roller Mill,-,Stainless steel tanks 100% agave,2x distilled,Stainless Pot w/Copper Coil,-,40% abv (80-proof),-,1,Oak,1,Agave (cooked),1,Pepper (black),,,,,,,,,,,,,,,,,,,1,Oak,1,Agave (cooked),1,Pepper (black),,,,,,,,,,,,,,,,,,
3127,1,Tezcazul Tequila Añejo,Tezcazul,11,87,84,85.5,1480,,Jalisco (Tequila Valley),Jalisco (Los Valles),Stone/Brick Ovens,Roller Mill,Deep well water,Stainless steel tanks 100% agave Open-air fermentation Fermentation without fibers,2x distilled,Copper Pot,American White Oak barrels,40% abv (80-proof),Organic,3,Agave (cooked),3,Oak,2,Coffee,2,Vanilla,2,Dried Fruit,1,Clove,1,Alcohol,1,Caramel,1,Chocolate,1,Earth,1,Fruity,1,Wet Earth,4,Oak,3,Caramel,3,Coffee,3,Vanilla,2,Agave (cooked),2,Fruity,1,Clove,1,Alcohol,1,Chocolate,1,Earth,1,Wet Earth,1,Pepper (black)
3134,1,The Giggling Marlin Reposado,The Giggling Marlin,7,84,79,81.5,1500,,Jalisco (Tequila Valley),Jalisco (Los Valles),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,French Oak barrels,40% abv (80-proof),-,2,Agave (cooked),2,Citrus,2,Oak,2,Vegetal,1,Caramel,1,Pepper (black),1,White Pepper,1,Toffee,1,Vanilla,1,Fruity,1,Alcohol,,,2,Agave (cooked),2,Citrus,2,Oak,2,Vegetal,1,Caramel,1,Pepper (black),1,White Pepper,1,Toffee,1,Vanilla,1,Fruity,1,Alcohol,,
3135,1,The Giggling Marlin Blanco,The Giggling Marlin,5,85,72,78.5,1500,,Jalisco (Tequila Valley),Jalisco (Los Valles),Autoclave (high pressure),Roller Mill,-,Stainless steel tanks 100% agave,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,1,Agave (cooked),1,Alcohol,1,White Pepper,1,Grass,1,Pepper (black),,,,,,,,,,,,,,,2,Alcohol,1,Agave (cooked),1,White Pepper,1,Grass,1,Pepper (black),,,,,,,,,,,,,,
3136,1,The Giggling Marlin Añejo,The Giggling Marlin,7,85,82,83.5,1500,,Jalisco (Tequila Valley),Jalisco (Los Valles),Autoclave (high pressure),Roller Mill,-,Stainless steel tanks 100% agave,2x distilled,Stainless Steel Pot,French Oak barrels,40% abv (80-proof),-,2,Butterscotch,2,Agave (cooked),2,Alcohol,2,Caramel,1,Agave (raw),1,Cinnamon,1,Oak,1,Coconut,1,Orange Peel,1,Vanilla,1,Butter,1,Orange Blossom,2,Butterscotch,2,Agave (cooked),2,Alcohol,2,Caramel,1,Dried Fruit,1,Vanilla,1,Pepper (black),1,Banana,1,Fruity,1,Prune,1,Lime,,
3138,1,Thunderstruck Blanco Tequila,Thunderstruck Tequila,9,72,71,71.5,1472,,-,Jalisco (Los Valles),Autoclave (high pressure),Roller Mill,-,Stainless steel tanks 100% agave,2x distilled,Stainless Pot w/Copper Coil,-,40% abv (80-proof),-,1,Alcohol,1,Caramel,1,Citrus,,,,,,,,,,,,,,,,,,,1,Alcohol,1,Caramel,1,Citrus,,,,,,,,,,,,,,,,,,
3139,1,Thunderstruck Reposado Tequila,Thunderstruck Tequila,9,78,84,81,1472,,-,Jalisco (Los Valles),Autoclave (high pressure),Roller Mill,-,Stainless steel tanks 100% agave,2x distilled,Stainless Pot w/Copper Coil,American White Oak barrels,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3143,1,Tierra Azul Reposado,Tierra Azul,7,81,88,84.5,1459,,-,Jalisco (Los Valles),Stone/Brick Ovens,Roller Mill,Natural spring water,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,35-39% abv (70-78 proof),-,1,Butter,1,Caramel,1,Vanilla,,,,,,,,,,,,,,,,,,,1,Caramel,1,Vanilla,,,,,,,,,,,,,,,,,,,,
3144,1,Tierra Azul Blanco,Tierra Azul,2,,88,44,1459,,-,Jalisco (Los Valles),Stone/Brick Ovens,Roller Mill,Natural spring water,Stainless steel tanks 100% agave,2x distilled,Stainless Steel Pot,-,35-39% abv (70-78 proof),-,1,Pepper (black),,,,,,,,,,,,,,,,,,,,,,,1,Pepper (black),,,,,,,,,,,,,,,,,,,,,,
3151,1,Tierra de Caballos Reposado,Tierra de Caballos,0,,,0,1438,,-,Jalisco (Los Valles),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Copper Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3152,1,Tierra de Caballos Blanco,Tierra de Caballos,0,,,0,1438,,-,Jalisco (Los Valles),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Copper Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3154,1,Tierra del Sol Blanco,Tierra del Sol,0,,,0,1466,,-,Jalisco (Los Valles),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3155,1,Tierra del Sol Reposado,Tierra del Sol,0,,,0,1466,,-,Jalisco (Los Valles),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3156,1,Tierra del Sol Añejo,Tierra del Sol,0,,,0,1466,,-,Jalisco (Los Valles),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3157,1,Tierra del Sol Extra Añejo,Tierra del Sol,0,,,0,1466,,-,Jalisco (Los Valles),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3158,1,Tierra Fertil Blanco,Tierra Fertil,8,,71,35.5,1438,,-,Jalisco (Los Valles),Stone/Brick Ovens Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Copper Pot,-,40% abv (80-proof),-,2,Alcohol,1,Solvent,1,Pepper (black),1,Peppermint,1,Agave (cooked),1,Grass,1,Citrus,1,Herbal,,,,,,,,,2,Agave (cooked),1,Celery,1,Pepper (black),1,Vegetal,1,Earth,1,Grass,1,Vanilla,1,Citrus,1,Alcohol,,,,,,
3159,1,Tierra Fertil Reposado,Tierra Fertil,14,80,81,80.5,1438,,-,Jalisco (Los Valles),Stone/Brick Ovens Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Copper Pot,-,40% abv (80-proof),-,2,Vanilla,1,Agave (cooked),1,Banana,1,Cinnamon,1,Caramel,1,Baking Spice,,,,,,,,,,,,,1,Vanilla,1,Oak,,,,,,,,,,,,,,,,,,,,
3160,1,Tierra Fertil Añejo,Tierra Fertil,10,80,82,81,1438,,-,Jalisco (Los Valles),Stone/Brick Ovens Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Copper Pot,-,40% abv (80-proof),-,1,Earth,1,Pepper (black),1,Oak,1,Vanilla,,,,,,,,,,,,,,,,,2,Pepper (black),1,Earth,1,Oak,1,Vanilla,,,,,,,,,,,,,,,,
3175,1,Tierras Blanco,Tierras Autenticas de Jalisco,16,74,76,75,1502,,-,Jalisco (Los Valles),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),Organic,3,Agave (cooked),2,Pepper (black),1,Anise,1,Mint,1,Flowers,1,Sulfur,1,Agave (raw),1,Banana,1,White Pepper,1,Earth,1,Grass,1,Citrus,1,Sulfur,1,Agave (raw),1,Agave (cooked),1,Banana,1,White Pepper,1,Earth,1,Grass,1,Citrus,1,Pepper (black),1,Herbal,,,,
3176,1,Tierras Reposado,Tierras Autenticas de Jalisco,13,73,67,70,1502,,-,Jalisco (Los Valles),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),Organic,3,Pineapple,2,Citrus,2,Cinnamon,2,Agave (cooked),2,Earth,2,Banana,2,Tropical Fruits,2,White Pepper,1,Mint,1,Pine Tree,1,Sulfur,1,Butter,2,Agave (cooked),2,Earth,2,Pepper (black),2,Pineapple,2,Tropical Fruits,2,White Pepper,1,Caramel,1,Vanilla,1,Peach,1,Orange Peel,1,Bell Pepper,1,Parsley
3177,1,Tierras Añejo,Tierras Autenticas de Jalisco,15,83,84,83.5,1502,,-,Jalisco (Los Valles),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),Organic,4,Pepper (black),3,Caramel,2,Mint,2,Oak,2,Agave (cooked),1,Vanilla,1,Butter,1,Cinnamon,1,Barrel Spice,1,Solvent,1,Clove,1,White Pepper,2,Agave (cooked),2,Caramel,2,Pepper (black),1,Cinnamon,1,Oak,1,Mint,1,Barrel Spice,1,Honey,1,Solvent,1,Clove,1,White Pepper,1,Chocolate
3181,1,Tinta Negra Crystal Blanco,Tinta Negra,3,,84,42,1477,,-,Jalisco (Los Valles),Stone/Brick Ovens,Roller Mill,-,Stainless steel tanks 100% agave,2x distilled,Copper Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3182,1,Tinta Negra Imperial Extra Añejo,Tinta Negra,13,86,84,85,1477,,-,Jalisco (Los Valles),Stone/Brick Ovens,Roller Mill,-,Stainless steel tanks 100% agave,2x distilled,Copper Pot,French Oak barrels Wine casks,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3183,1,Tinta Negra Supreme Extra Añejo,Tinta Negra,13,91,90,90.5,1477,,-,Jalisco (Los Valles),Stone/Brick Ovens,Roller Mill,-,Stainless steel tanks Mixto,2x distilled,Copper Pot,French Oak barrels American White Oak barrels Wine casks New barrels Used barrels,40% abv (80-proof),-,2,Vanilla,2,Dried Fruit,1,Agave (cooked),1,Caramel,1,Toffee,1,Tropical Fruits,1,Cake Batter,,,,,,,,,,,1,Caramel,1,Cream Soda,1,Pear,1,Vanilla,1,Chocolate,1,Raisin,1,Cherries (dried),1,Nutmeg,,,,,,,,
3184,1,Tio Billy Blanco,Tio Billy,9,80,71,75.5,1439,(Previously:1463),-,Jalisco (Los Valles),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,35-39% abv (70-78 proof),-,3,Agave (cooked),3,Agave (raw),3,Astringent,1,Pepper (black),1,Citrus,1,Grass,1,Earth,1,Alcohol,1,Pine Tree,1,Cake Batter,,,,,3,Agave (raw),3,Astringent,2,Agave (cooked),1,Grass,1,Earth,1,Pepper (black),1,Grass (cut),1,Grass (wet),1,Orange Peel,1,Lime,1,Anise,1,Brine/Salt
3185,1,Tio Billy Joven,Tio Billy,0,,,0,1439,(Previously:1463),-,Jalisco (Los Valles),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,35-39% abv (70-78 proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3186,1,Tio Billy Reposado,Tio Billy,5,74,70,72,1439,(Previously:1463),-,Jalisco (Los Valles),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,35-39% abv (70-78 proof),-,2,Astringent,1,Agave (raw),1,Alcohol,1,Brine/Salt,1,Oak,1,Solvent,1,Caramel,1,Vanilla,,,,,,,,,2,Astringent,2,Solvent,1,Agave (raw),1,Grass,1,Olive,1,Grass (wet),1,Apple,1,Orange Peel,1,Citrus,1,Lime,1,Anise,1,Herbal
3187,1,Tio Billy Añejo,Tio Billy,2,74,69,71.5,1439,(Previously:1463),-,Jalisco (Los Valles),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,35-39% abv (70-78 proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3188,1,Tiquilito-UF Reposado Artesanal,Tiquilito-UF,0,,,0,1450,,-,Jalisco (Los Valles),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Copper Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3190,1,Tizoc Blanco,Tizoc,0,,,0,1502,,-,Jalisco (Los Valles),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3191,1,Tizoc Reposado,Tizoc,0,,,0,1502,,-,Jalisco (Los Valles),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3192,1,Tizoc Añejo,Tizoc,0,,,0,1502,,-,Jalisco (Los Valles),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3193,1,Tizoc Extra Añejo,Tizoc,0,,,0,1502,,-,Jalisco (Los Valles),Autoclave (high pressure),Roller Mill,-,Stainless steel tanks 100% agave,2x distilled,Copper Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3205,1,Toleco Silver,Toleco,0,,,0,1137,,Jalisco (Tequila Valley),Jalisco (Los Valles),Stone/Brick Ovens,Tahona,Deep well water,Stainless steel tanks 100% agave,2x distilled,Stainless Pot w/Copper Coil,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3206,1,Toleco Reposado,Toleco,4,,85,42.5,1137,,Jalisco (Tequila Valley),Jalisco (Los Valles),Stone/Brick Ovens,Tahona,Deep well water,Stainless steel tanks 100% agave,2x distilled,Stainless Pot w/Copper Coil,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3207,1,Tolteca Tequila Gold,Tolteca,1,62,,31,1438,,-,Jalisco (Los Valles),-,-,-,Stainless steel tanks Mixto,2x distilled,-,-,40% abv (80-proof),-,1,Agave (raw),1,Agave (cooked),1,Alcohol,1,Caramel,,,,,,,,,,,,,,,,,1,Agave (raw),1,Agave (cooked),1,Alcohol,1,Caramel,,,,,,,,,,,,,,,,
3208,1,Toluca Tequila Blanco,Toluca,0,,,0,1463,,-,Jalisco (Los Valles),Stone/Brick Ovens,Roller Mill,-,Mixto Stainless steel tanks,2x distilled,Stainless Steel Pot,-,35-39% abv (70-78 proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3209,1,Tonala Añejo,Tonala,43,83,82,82.5,1472,,-,Jalisco (Los Valles),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3210,1,Tonala Reposado,Tonala,1,,76,38,1472,,-,Jalisco (Los Valles),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3211,1,Tonala Añejo Suprema Reserva,Tonala,55,89,87,88,1472,,-,Jalisco (Los Valles),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,5,Agave (cooked),2,Vanilla,2,Pineapple,2,Caramel,2,Pepper (black),1,Banana,1,Barrel Spice,1,Whiskey,1,Orange,1,Lemon,1,Grass,1,Citrus,3,Agave (cooked),3,Pepper (black),2,Caramel,2,Vanilla,2,Cherry,1,Orange,1,Lemon,1,Grass,1,Citrus,1,Flowers,1,Herbal,1,Earth
3212,1,Tonala Reposado 'Reserva Especial',Tonala,7,79,80,79.5,1472,,-,Jalisco (Los Valles),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,1,Bell Pepper,1,Alcohol,1,Whiskey,1,Barrel Spice,1,Citrus,1,Flowers,1,Vanilla,,,,,,,,,,,1,Agave (cooked),1,Pepper (black),1,Oak,,,,,,,,,,,,,,,,,,
3213,1,Tonala #4 Extra Añejo,Tonala,13,,83,41.5,1473,,-,Jalisco (Los Valles),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,-,-,40% abv (80-proof),-,1,Agave (cooked),1,Caramel,1,Honey,1,Smoke,,,,,,,,,,,,,,,,,1,Fruity,1,Berry,1,Maple,,,,,,,,,,,,,,,,,,
3214,1,Topanito Blanco,Topanito,10,,89,44.5,1438,,-,Jalisco (Los Valles),Stone/Brick Ovens,Roller Mill,Deep well water,100% agave Stainless steel tanks,2x distilled,Copper Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3215,1,Topanito Reposado,Topanito,13,,88,44,1438,,-,Jalisco (Los Valles),Stone/Brick Ovens,Roller Mill,Deep well water,100% agave Natural Yeast Stainless steel tanks,2x distilled,Copper Pot,American White Oak barrels,40% abv (80-proof),-,1,Citrus,1,Honey,1,Vanilla,1,Pepper (black),1,Oak,,,,,,,,,,,,,,,2,Citrus,2,Honey,1,Vanilla,1,Pepper (black),1,Oak,1,Caramel,1,Brine/Salt,1,Plum,,,,,,,,
3216,1,Topanito Blanco 50% abv,Topanito,4,,82,41,1438,,-,Jalisco (Los Valles),Stone/Brick Ovens,Roller Mill,Deep well water,100% agave Fermentation without fibers Stainless steel tanks,2x distilled,Copper Pot,-,50% abv (100-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3222,1,Torero Añejo,Torero,9,56,67,61.5,1464,,-,Jalisco (Los Valles),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Column,-,40% abv (80-proof),-,1,Earth,1,Grass (wet),1,Vegetal,1,Whiskey,1,Alcohol,1,Astringent,,,,,,,,,,,,,1,Earth,1,Grass (wet),1,Hazelnut,1,Wood Bark,1,Wet Leaves,1,Astringent,,,,,,,,,,,,
3223,1,Torero Reposado,Torero,3,81,86,83.5,1464,,-,Jalisco (Los Valles),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Column,-,40% abv (80-proof),-,1,Agave (cooked),1,Alcohol,1,Fruity,1,Flowers,1,Baking Spice,1,Honey,1,Pepper (black),1,Nuts,1,Nuts (Roasted),1,Pine Tree,,,,,1,Agave (cooked),1,Alcohol,1,Fruity,1,Flowers,1,Baking Spice,1,Honey,1,Pepper (black),1,Nuts,1,Nuts (Roasted),1,Pine Tree,,,,
3224,1,Tequila Torero Edición Especial Trumpeta Mexicana Reposado,Torero,0,,,0,1141,,-,Jalisco (Los Valles),-,Roller Mill,-,Stainless steel tanks 100% agave,2x distilled,-,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3229,1,Toro Azteca Reposado,Toro Azteca,0,,,0,1459,,-,Jalisco (Los Valles),Stone/Brick Ovens,Roller Mill,-,Mixto Stainless steel tanks,2x distilled,Stainless Steel Pot,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3232,1,Toro de Lidia Blanco,Toro de Lidia,9,68,63,65.5,1531,,-,Jalisco (Los Valles),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,1,Agave (cooked),,,,,,,,,,,,,,,,,,,,,,,1,Agave (cooked),,,,,,,,,,,,,,,,,,,,,,
3233,1,Toro de Lidia Reposado,Toro de Lidia,29,74,80,77,1531,,-,Jalisco (Los Valles),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,2,Agave (cooked),2,Oak,1,Solvent,1,Black Tea,1,Honey,1,Alcohol,1,Apple,1,Acetone,1,Caramel,1,Dried Fruit,1,Vanilla,1,Cake Batter,2,Agave (cooked),2,Oak,2,Vanilla,1,Olive,1,Chocolate,1,Whiskey,1,Cake Batter,,,,,,,,,,
3234,1,Toro de Lidia Añejo,Toro de Lidia,32,88,80,84,1531,,-,Jalisco (Los Valles),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,4,Cinnamon,4,Agave (cooked),3,Earth,3,Caramel,3,Pepper (black),2,Oak,2,Alcohol,1,Anise,1,Orange,1,Licorice,1,Smoke,1,Vanilla,6,Pepper (black),5,Cinnamon,4,Agave (cooked),4,Caramel,3,Earth,3,Alcohol,2,Vanilla,2,Oak,1,Orange,1,Medicinal,1,Fruity,1,Butter
3235,1,Toro de Lidia Extra Añejo,Toro de Lidia,20,74,80,77,1531,,-,Jalisco (Los Valles),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,2,Caramel,1,Agave (cooked),1,Alcohol,1,Vanilla,1,Oak,1,Orange,1,Rose,,,,,,,,,,,2,Caramel,2,Vanilla,2,Oak,1,Agave (cooked),1,Alcohol,1,Butter,1,Earth,1,Grass,1,Pepper (black),1,Vegetal,1,Banana,1,Prune
3241,1,Torre Minarete Extra Añejo,Torre Minarete,1,,75,37.5,1459,,-,Jalisco (Los Valles),Stone/Brick Ovens,Roller Mill,-,Stainless steel tanks 100% agave,2x distilled,Stainless Steel Pot,-,35-39% abv (70-78 proof),-,1,Cinnamon,1,Butterscotch,1,Vanilla,1,Barrel Spice,1,Citrus,1,Honey,1,Hay,1,Nutmeg,1,Agave (cooked),1,Butter,1,Oak,1,Lavender,1,Caramel,1,Allspice,1,Pepper (black),1,Baking Spice,1,Yeast/Dough,1,Cinnamon,1,Butterscotch,1,Barrel Spice,1,Banana,1,Citrus,1,Cherry,1,Honey
